timestamp,device_id,temperature,humidity,sensor_status
2026-04-27 18:03:11,ESP32_Edge_2,24.85,56.23,OK
2026-04-27 18:03:11,ESP32_Edge_5,24.22,49.77,OK
2026-04-27 18:13:11,ESP32_Edge_5,25.76,55.8,OK
2026-04-27 18:13:11,ESP32_Edge_2,24.88,48.63,OK
2026-04-27 18:13:11,ESP32_Edge_4,27.28,60.47,OK
2026-04-27 18:13:11,ESP32_Edge_1,23.74,52.99,OK
2026-04-27 18:13:11,ESP32_Edge_3,29.17,44.96,OK
2026-04-27 18:23:11,ESP32_Edge_3,24.36,52.71,OK
2026-04-27 18:23:11,ESP32_Edge_2,27.11,57.81,OK
2026-04-27 18:23:11,ESP32_Edge_4,25.83,45.08,OK
2026-04-27 18:23:11,ESP32_Edge_1,23.91,50.55,OK
2026-04-27 18:23:11,ESP32_Edge_5,26.72,45.95,OK
2026-04-27 18:33:11,ESP32_Edge_2,24.45,51.31,OK
2026-04-27 18:33:11,ESP32_Edge_1,23.8,54.74,OK
2026-04-27 18:33:11,ESP32_Edge_5,26.12,49.41,OK
2026-04-27 18:33:11,ESP32_Edge_3,19.33,56.8,OK
2026-04-27 18:33:11,ESP32_Edge_4,23.44,56.06,OK
2026-04-27 18:43:11,ESP32_Edge_5,23.95,55.09,OK
2026-04-27 18:43:11,ESP32_Edge_2,22.49,61.09,OK
2026-04-27 18:43:11,ESP32_Edge_4,24.77,47.22,OK
2026-04-27 18:43:11,ESP32_Edge_1,23.8,59.26,OK
2026-04-27 18:43:11,ESP32_Edge_3,28.2,52.82,OK
2026-04-27 18:53:11,ESP32_Edge_1,23.93,49.97,OK
2026-04-27 18:53:11,ESP32_Edge_3,27.9,54.69,OK
2026-04-27 18:53:11,ESP32_Edge_2,24.68,39.52,OK
2026-04-27 18:53:11,ESP32_Edge_5,24.53,57.32,OK
2026-04-27 18:53:11,ESP32_Edge_4,26.37,46.83,OK
2026-04-27 19:03:11,ESP32_Edge_4,21.44,55.32,OK
2026-04-27 19:03:11,ESP32_Edge_1,26.65,43.9,OK
2026-04-27 19:03:11,ESP32_Edge_3,21.64,48.52,OK
2026-04-27 19:03:11,ESP32_Edge_5,26.08,44.74,OK
2026-04-27 19:03:11,ESP32_Edge_2,26.73,51.08,OK
2026-04-27 19:13:11,ESP32_Edge_1,30.56,55.97,OK
2026-04-27 19:13:11,ESP32_Edge_3,27.02,49.78,OK
2026-04-27 19:13:11,ESP32_Edge_4,23.62,62.16,OK
2026-04-27 19:13:11,ESP32_Edge_5,23.79,44.42,OK
2026-04-27 19:13:11,ESP32_Edge_2,22.81,45.46,OK
2026-04-27 19:23:11,ESP32_Edge_3,24.22,51.21,OK
2026-04-27 19:23:11,ESP32_Edge_4,22.26,48.47,OK
2026-04-27 19:23:11,ESP32_Edge_5,27.01,45.48,OK
2026-04-27 19:23:11,ESP32_Edge_2,23.57,47.26,OK
2026-04-27 19:23:11,ESP32_Edge_1,26.48,50.86,OK
2026-04-27 19:33:11,ESP32_Edge_3,25.01,42.61,OK
2026-04-27 19:33:11,ESP32_Edge_4,26.56,53.3,OK
2026-04-27 19:33:11,ESP32_Edge_2,26.67,50.34,OK
2026-04-27 19:33:11,ESP32_Edge_5,65.99,56.58,OK
2026-04-27 19:33:11,ESP32_Edge_1,22.98,42.08,OK
2026-04-27 19:43:11,ESP32_Edge_5,25.09,53.57,OK
2026-04-27 19:43:11,ESP32_Edge_4,25.01,52.92,OK
2026-04-27 19:43:11,ESP32_Edge_3,27.77,47.76,OK
2026-04-27 19:43:11,ESP32_Edge_1,24.08,55.29,OK
2026-04-27 19:43:11,ESP32_Edge_2,25.89,56.09,OK
2026-04-27 19:53:11,ESP32_Edge_4,27.07,54.81,OK
2026-04-27 19:53:11,ESP32_Edge_5,22.48,51.02,OK
2026-04-27 19:53:11,ESP32_Edge_3,21.54,56.67,OK
2026-04-27 19:53:11,ESP32_Edge_2,23.97,50.58,OK
2026-04-27 19:53:11,ESP32_Edge_1,22.74,50.67,OK
2026-04-27 20:03:11,ESP32_Edge_5,26.74,47.71,OK
2026-04-27 20:03:11,ESP32_Edge_2,23.31,47.34,OK
2026-04-27 20:03:11,ESP32_Edge_3,27.36,60.35,OK
2026-04-27 20:03:11,ESP32_Edge_4,23.15,56.44,OK
2026-04-27 20:03:11,ESP32_Edge_1,-999.0,53.06,ERROR
2026-04-27 20:13:11,ESP32_Edge_4,27.07,47.39,OK
2026-04-27 20:13:11,ESP32_Edge_5,21.77,51.16,OK
2026-04-27 20:13:11,ESP32_Edge_2,25.97,46.59,OK
2026-04-27 20:13:11,ESP32_Edge_3,22.36,50.1,OK
2026-04-27 20:13:11,ESP32_Edge_1,26.27,45.47,OK
2026-04-27 20:23:11,ESP32_Edge_1,26.4,50.87,OK
2026-04-27 20:23:11,ESP32_Edge_5,23.91,47.22,OK
2026-04-27 20:23:11,ESP32_Edge_3,22.83,50.61,OK
2026-04-27 20:23:11,ESP32_Edge_4,24.01,44.92,OK
2026-04-27 20:23:11,ESP32_Edge_2,-999.0,45.81,ERROR
2026-04-27 20:33:11,ESP32_Edge_1,23.21,49.44,OK
2026-04-27 20:33:11,ESP32_Edge_5,25.65,46.63,OK
2026-04-27 20:33:11,ESP32_Edge_3,23.1,48.29,OK
2026-04-27 20:33:11,ESP32_Edge_2,23.23,47.1,OK
2026-04-27 20:33:11,ESP32_Edge_4,27.45,46.49,OK
2026-04-27 20:43:11,ESP32_Edge_1,27.42,56.17,OK
2026-04-27 20:43:11,ESP32_Edge_3,23.85,46.31,OK
2026-04-27 20:43:11,ESP32_Edge_5,24.83,54.43,OK
2026-04-27 20:43:11,ESP32_Edge_2,25.26,46.16,OK
2026-04-27 20:43:11,ESP32_Edge_4,27.02,47.77,OK
2026-04-27 20:53:11,ESP32_Edge_4,24.49,47.47,OK
2026-04-27 20:53:11,ESP32_Edge_3,27.51,47.51,OK
2026-04-27 20:53:11,ESP32_Edge_2,23.25,46.82,OK
2026-04-27 20:53:11,ESP32_Edge_1,25.92,41.58,OK
2026-04-27 20:53:11,ESP32_Edge_5,29.1,49.69,OK
2026-04-27 21:03:11,ESP32_Edge_5,21.3,48.82,OK
2026-04-27 21:03:11,ESP32_Edge_2,23.14,53.51,OK
2026-04-27 21:03:11,ESP32_Edge_3,23.93,46.21,OK
2026-04-27 21:03:11,ESP32_Edge_4,25.96,56.92,OK
2026-04-27 21:03:11,ESP32_Edge_1,23.13,53.92,OK
2026-04-27 21:13:11,ESP32_Edge_5,20.71,39.39,OK
2026-04-27 21:13:11,ESP32_Edge_2,25.36,53.71,OK
2026-04-27 21:13:11,ESP32_Edge_4,24.05,51.6,OK
2026-04-27 21:13:11,ESP32_Edge_3,25.66,44.76,OK
2026-04-27 21:13:11,ESP32_Edge_1,24.7,45.17,OK
2026-04-27 21:23:11,ESP32_Edge_4,26.28,58.49,OK
2026-04-27 21:23:11,ESP32_Edge_1,24.88,54.81,OK
2026-04-27 21:23:11,ESP32_Edge_3,25.57,50.7,OK
2026-04-27 21:23:11,ESP32_Edge_5,24.79,56.18,OK
2026-04-27 21:23:11,ESP32_Edge_2,27.0,50.4,OK
2026-04-27 21:33:11,ESP32_Edge_1,23.44,52.12,OK
2026-04-27 21:33:11,ESP32_Edge_4,23.09,53.2,OK
2026-04-27 21:33:11,ESP32_Edge_3,24.2,46.27,OK
2026-04-27 21:33:11,ESP32_Edge_5,22.07,48.74,OK
2026-04-27 21:33:11,ESP32_Edge_2,28.22,49.13,OK
2026-04-27 21:43:11,ESP32_Edge_1,22.16,50.95,OK
2026-04-27 21:43:11,ESP32_Edge_4,23.63,49.95,OK
2026-04-27 21:43:11,ESP32_Edge_3,24.68,49.87,OK
2026-04-27 21:43:11,ESP32_Edge_5,22.53,56.24,OK
2026-04-27 21:43:11,ESP32_Edge_2,26.21,60.12,OK
2026-04-27 21:53:11,ESP32_Edge_3,25.12,46.98,OK
2026-04-27 21:53:11,ESP32_Edge_4,25.78,46.33,OK
2026-04-27 21:53:11,ESP32_Edge_1,28.25,54.12,OK
2026-04-27 21:53:11,ESP32_Edge_5,24.11,53.35,OK
2026-04-27 21:53:11,ESP32_Edge_2,24.44,50.66,OK
2026-04-27 22:03:11,ESP32_Edge_2,24.19,48.11,OK
2026-04-27 22:03:11,ESP32_Edge_3,29.7,47.24,OK
2026-04-27 22:03:11,ESP32_Edge_1,22.07,54.46,OK
2026-04-27 22:03:11,ESP32_Edge_5,24.0,48.8,OK
2026-04-27 22:03:11,ESP32_Edge_4,25.16,55.89,OK
2026-04-27 22:13:11,ESP32_Edge_2,29.05,51.53,OK
2026-04-27 22:13:11,ESP32_Edge_5,24.55,44.65,OK
2026-04-27 22:13:11,ESP32_Edge_3,23.45,59.49,OK
2026-04-27 22:13:11,ESP32_Edge_1,22.04,48.86,OK
2026-04-27 22:13:11,ESP32_Edge_4,24.37,45.61,OK
2026-04-27 22:23:11,ESP32_Edge_4,26.05,50.04,OK
2026-04-27 22:23:11,ESP32_Edge_1,24.31,53.75,OK
2026-04-27 22:23:11,ESP32_Edge_2,23.18,46.11,OK
2026-04-27 22:23:11,ESP32_Edge_5,25.9,37.86,OK
2026-04-27 22:23:11,ESP32_Edge_3,21.39,51.34,OK
2026-04-27 22:33:11,ESP32_Edge_2,26.39,57.66,OK
2026-04-27 22:33:11,ESP32_Edge_5,26.75,47.91,OK
2026-04-27 22:33:11,ESP32_Edge_4,25.61,53.94,OK
2026-04-27 22:33:11,ESP32_Edge_1,26.45,48.72,OK
2026-04-27 22:33:11,ESP32_Edge_3,26.71,51.99,OK
2026-04-27 22:43:11,ESP32_Edge_2,24.62,54.41,OK
2026-04-27 22:43:11,ESP32_Edge_4,24.81,55.82,OK
2026-04-27 22:43:11,ESP32_Edge_3,25.72,51.6,OK
2026-04-27 22:43:11,ESP32_Edge_5,25.25,47.21,OK
2026-04-27 22:43:11,ESP32_Edge_1,22.3,44.9,OK
2026-04-27 22:53:11,ESP32_Edge_2,28.11,50.5,OK
2026-04-27 22:53:11,ESP32_Edge_3,25.9,48.69,OK
2026-04-27 22:53:11,ESP32_Edge_1,22.38,64.72,OK
2026-04-27 22:53:11,ESP32_Edge_5,24.65,51.82,OK
2026-04-27 22:53:11,ESP32_Edge_4,23.6,48.04,OK
2026-04-27 23:03:11,ESP32_Edge_2,23.71,51.39,OK
2026-04-27 23:03:11,ESP32_Edge_4,26.86,51.04,OK
2026-04-27 23:03:11,ESP32_Edge_3,23.75,50.37,OK
2026-04-27 23:03:11,ESP32_Edge_5,27.03,48.19,OK
2026-04-27 23:03:11,ESP32_Edge_1,23.19,45.91,OK
2026-04-27 23:13:11,ESP32_Edge_2,22.15,42.83,OK
2026-04-27 23:13:11,ESP32_Edge_4,25.0,46.63,OK
2026-04-27 23:13:11,ESP32_Edge_5,25.27,59.75,OK
2026-04-27 23:13:11,ESP32_Edge_3,24.13,58.61,OK
2026-04-27 23:13:11,ESP32_Edge_1,25.6,42.71,OK
2026-04-27 23:23:11,ESP32_Edge_2,22.89,45.83,OK
2026-04-27 23:23:11,ESP32_Edge_3,-999.0,44.83,ERROR
2026-04-27 23:23:11,ESP32_Edge_4,27.46,52.64,OK
2026-04-27 23:23:11,ESP32_Edge_1,24.97,49.86,OK
2026-04-27 23:23:11,ESP32_Edge_5,25.31,48.18,OK
2026-04-27 23:33:11,ESP32_Edge_5,25.62,50.8,OK
2026-04-27 23:33:11,ESP32_Edge_1,27.17,55.02,OK
2026-04-27 23:33:11,ESP32_Edge_2,24.72,41.63,OK
2026-04-27 23:33:11,ESP32_Edge_4,28.53,52.4,OK
2026-04-27 23:33:11,ESP32_Edge_3,24.36,37.97,OK
2026-04-27 23:43:11,ESP32_Edge_4,25.82,56.07,OK
2026-04-27 23:43:11,ESP32_Edge_2,23.69,56.04,OK
2026-04-27 23:43:11,ESP32_Edge_1,24.87,51.72,OK
2026-04-27 23:43:11,ESP32_Edge_5,27.01,50.65,OK
2026-04-27 23:43:11,ESP32_Edge_3,25.27,49.74,OK
2026-04-27 23:53:11,ESP32_Edge_2,28.41,46.96,OK
2026-04-27 23:53:11,ESP32_Edge_1,27.47,42.87,OK
2026-04-27 23:53:11,ESP32_Edge_3,24.89,48.09,OK
2026-04-27 23:53:11,ESP32_Edge_5,24.32,51.25,OK
2026-04-27 23:53:11,ESP32_Edge_4,23.49,48.46,OK
2026-04-28 00:03:11,ESP32_Edge_1,20.0,57.4,OK
2026-04-28 00:03:11,ESP32_Edge_2,23.17,50.8,OK
2026-04-28 00:03:11,ESP32_Edge_5,25.94,46.52,OK
2026-04-28 00:03:11,ESP32_Edge_4,20.49,52.16,OK
2026-04-28 00:03:11,ESP32_Edge_3,23.85,48.59,OK
2026-04-28 00:13:11,ESP32_Edge_1,23.47,50.84,OK
2026-04-28 00:13:11,ESP32_Edge_4,27.52,59.03,OK
2026-04-28 00:13:11,ESP32_Edge_5,23.84,46.15,OK
2026-04-28 00:13:11,ESP32_Edge_3,27.59,59.75,OK
2026-04-28 00:13:11,ESP32_Edge_2,30.07,48.74,OK
2026-04-28 00:23:11,ESP32_Edge_2,26.3,52.35,OK
2026-04-28 00:23:11,ESP32_Edge_3,25.68,45.04,OK
2026-04-28 00:23:11,ESP32_Edge_1,26.46,46.9,OK
2026-04-28 00:23:11,ESP32_Edge_5,23.41,55.76,OK
2026-04-28 00:23:11,ESP32_Edge_4,24.47,52.78,OK
2026-04-28 00:33:11,ESP32_Edge_3,31.18,51.4,OK
2026-04-28 00:33:11,ESP32_Edge_1,24.91,51.08,OK
2026-04-28 00:33:11,ESP32_Edge_5,22.64,56.52,OK
2026-04-28 00:33:11,ESP32_Edge_4,23.14,50.51,OK
2026-04-28 00:33:11,ESP32_Edge_2,28.9,56.95,OK
2026-04-28 00:43:11,ESP32_Edge_5,26.44,49.58,OK
2026-04-28 00:43:11,ESP32_Edge_1,24.11,51.89,OK
2026-04-28 00:43:11,ESP32_Edge_4,23.6,48.95,OK
2026-04-28 00:43:11,ESP32_Edge_3,24.23,51.01,OK
2026-04-28 00:43:11,ESP32_Edge_2,24.39,47.86,OK
2026-04-28 00:53:11,ESP32_Edge_2,23.36,51.64,OK
2026-04-28 00:53:11,ESP32_Edge_4,25.68,62.53,OK
2026-04-28 00:53:11,ESP32_Edge_1,26.58,52.16,OK
2026-04-28 00:53:11,ESP32_Edge_3,22.51,49.87,OK
2026-04-28 00:53:11,ESP32_Edge_5,24.66,54.51,OK
2026-04-28 01:03:11,ESP32_Edge_4,24.81,49.01,OK
2026-04-28 01:03:11,ESP32_Edge_1,26.44,45.24,OK
2026-04-28 01:03:11,ESP32_Edge_2,25.06,43.06,OK
2026-04-28 01:03:11,ESP32_Edge_3,24.91,43.83,OK
2026-04-28 01:03:11,ESP32_Edge_5,24.07,49.16,OK
2026-04-28 01:13:11,ESP32_Edge_3,23.19,51.7,OK
2026-04-28 01:13:11,ESP32_Edge_4,27.55,42.1,OK
2026-04-28 01:13:11,ESP32_Edge_1,23.56,48.65,OK
2026-04-28 01:13:11,ESP32_Edge_2,24.57,53.99,OK
2026-04-28 01:13:11,ESP32_Edge_5,23.8,47.33,OK
2026-04-28 01:23:11,ESP32_Edge_1,25.86,37.65,OK
2026-04-28 01:23:11,ESP32_Edge_2,23.03,46.78,OK
2026-04-28 01:23:11,ESP32_Edge_4,24.23,46.19,OK
2026-04-28 01:23:11,ESP32_Edge_5,24.14,45.36,OK
2026-04-28 01:23:11,ESP32_Edge_3,26.14,48.34,OK
2026-04-28 01:33:11,ESP32_Edge_3,26.93,46.62,OK
2026-04-28 01:33:11,ESP32_Edge_5,27.21,37.51,OK
2026-04-28 01:33:11,ESP32_Edge_4,27.71,52.07,OK
2026-04-28 01:33:11,ESP32_Edge_2,21.01,43.43,OK
2026-04-28 01:33:11,ESP32_Edge_1,27.34,54.37,OK
2026-04-28 01:43:11,ESP32_Edge_5,22.89,44.94,OK
2026-04-28 01:43:11,ESP32_Edge_1,28.74,51.98,OK
2026-04-28 01:43:11,ESP32_Edge_3,25.06,52.58,OK
2026-04-28 01:43:11,ESP32_Edge_2,26.71,46.75,OK
2026-04-28 01:43:11,ESP32_Edge_4,22.16,58.76,OK
2026-04-28 01:53:11,ESP32_Edge_1,21.58,50.59,OK
2026-04-28 01:53:11,ESP32_Edge_4,27.29,48.57,OK
2026-04-28 01:53:11,ESP32_Edge_2,24.31,49.02,OK
2026-04-28 01:53:11,ESP32_Edge_5,29.84,47.66,OK
2026-04-28 01:53:11,ESP32_Edge_3,23.83,49.07,OK
2026-04-28 02:03:11,ESP32_Edge_1,25.13,52.51,OK
2026-04-28 02:03:11,ESP32_Edge_3,25.21,48.41,OK
2026-04-28 02:03:11,ESP32_Edge_4,25.44,49.17,OK
2026-04-28 02:03:11,ESP32_Edge_5,28.43,56.21,OK
2026-04-28 02:03:11,ESP32_Edge_2,27.96,54.2,OK
2026-04-28 02:13:11,ESP32_Edge_3,21.88,64.17,OK
2026-04-28 02:13:11,ESP32_Edge_2,23.06,56.36,OK
2026-04-28 02:13:11,ESP32_Edge_5,26.28,42.86,OK
2026-04-28 02:13:11,ESP32_Edge_1,23.8,45.77,OK
2026-04-28 02:13:11,ESP32_Edge_4,29.93,49.46,OK
2026-04-28 02:23:11,ESP32_Edge_3,26.4,45.82,OK
2026-04-28 02:23:11,ESP32_Edge_5,25.93,52.99,OK
2026-04-28 02:23:11,ESP32_Edge_1,25.22,50.53,OK
2026-04-28 02:23:11,ESP32_Edge_2,23.59,46.86,OK
2026-04-28 02:23:11,ESP32_Edge_4,26.39,57.92,OK
2026-04-28 02:33:11,ESP32_Edge_1,26.71,58.94,OK
2026-04-28 02:33:11,ESP32_Edge_3,22.18,51.82,OK
2026-04-28 02:33:11,ESP32_Edge_5,24.53,48.91,OK
2026-04-28 02:33:11,ESP32_Edge_2,24.36,50.74,OK
2026-04-28 02:33:11,ESP32_Edge_4,26.09,47.67,OK
2026-04-28 02:43:11,ESP32_Edge_3,25.06,53.49,OK
2026-04-28 02:43:11,ESP32_Edge_4,27.04,51.06,OK
2026-04-28 02:43:11,ESP32_Edge_5,21.44,51.6,OK
2026-04-28 02:43:11,ESP32_Edge_2,25.15,51.13,OK
2026-04-28 02:43:11,ESP32_Edge_1,23.03,44.53,OK
2026-04-28 02:53:11,ESP32_Edge_5,20.85,46.57,OK
2026-04-28 02:53:11,ESP32_Edge_4,22.54,47.29,OK
2026-04-28 02:53:11,ESP32_Edge_2,25.51,44.85,OK
2026-04-28 02:53:11,ESP32_Edge_3,26.7,43.63,OK
2026-04-28 02:53:11,ESP32_Edge_1,25.3,49.92,OK
2026-04-28 03:03:11,ESP32_Edge_1,24.99,48.08,OK
2026-04-28 03:03:11,ESP32_Edge_4,22.34,48.56,OK
2026-04-28 03:03:11,ESP32_Edge_2,24.92,53.88,OK
2026-04-28 03:03:11,ESP32_Edge_3,24.72,52.96,OK
2026-04-28 03:03:11,ESP32_Edge_5,26.07,41.78,OK
2026-04-28 03:13:11,ESP32_Edge_1,27.69,46.33,OK
2026-04-28 03:13:11,ESP32_Edge_4,25.1,49.04,OK
2026-04-28 03:13:11,ESP32_Edge_2,27.74,41.99,OK
2026-04-28 03:13:11,ESP32_Edge_5,29.05,48.81,OK
2026-04-28 03:13:11,ESP32_Edge_3,30.63,38.05,OK
2026-04-28 03:23:11,ESP32_Edge_4,22.78,44.16,OK
2026-04-28 03:23:11,ESP32_Edge_3,21.75,37.47,OK
2026-04-28 03:23:11,ESP32_Edge_5,23.14,52.24,OK
2026-04-28 03:23:11,ESP32_Edge_2,22.57,45.44,OK
2026-04-28 03:23:11,ESP32_Edge_1,25.84,40.57,OK
2026-04-28 03:33:11,ESP32_Edge_4,24.2,50.82,OK
2026-04-28 03:33:11,ESP32_Edge_5,26.21,44.59,OK
2026-04-28 03:33:11,ESP32_Edge_3,24.66,52.22,OK
2026-04-28 03:33:11,ESP32_Edge_2,25.38,59.48,OK
2026-04-28 03:33:11,ESP32_Edge_1,22.36,53.6,OK
2026-04-28 03:43:11,ESP32_Edge_4,26.02,46.92,OK
2026-04-28 03:43:11,ESP32_Edge_3,31.2,48.71,OK
2026-04-28 03:43:11,ESP32_Edge_1,24.98,52.07,OK
2026-04-28 03:43:11,ESP32_Edge_2,25.44,53.32,OK
2026-04-28 03:43:11,ESP32_Edge_5,23.94,44.26,OK
2026-04-28 03:53:11,ESP32_Edge_1,21.13,45.76,OK
2026-04-28 03:53:11,ESP32_Edge_4,24.43,55.26,OK
2026-04-28 03:53:11,ESP32_Edge_3,25.76,53.48,OK
2026-04-28 03:53:11,ESP32_Edge_5,26.74,56.82,OK
2026-04-28 03:53:11,ESP32_Edge_2,25.18,54.07,OK
2026-04-28 04:03:11,ESP32_Edge_3,27.35,50.68,OK
2026-04-28 04:03:11,ESP32_Edge_5,23.84,44.89,OK
2026-04-28 04:03:11,ESP32_Edge_1,26.7,51.97,OK
2026-04-28 04:03:11,ESP32_Edge_4,27.29,50.92,OK
2026-04-28 04:03:11,ESP32_Edge_2,23.57,48.96,OK
2026-04-28 04:13:11,ESP32_Edge_2,23.72,42.88,OK
2026-04-28 04:13:11,ESP32_Edge_5,27.57,48.9,OK
2026-04-28 04:13:11,ESP32_Edge_3,24.75,38.31,OK
2026-04-28 04:13:11,ESP32_Edge_1,30.57,49.84,OK
2026-04-28 04:13:11,ESP32_Edge_4,21.43,64.46,OK
2026-04-28 04:23:11,ESP32_Edge_2,25.89,53.48,OK
2026-04-28 04:23:11,ESP32_Edge_1,21.43,48.78,OK
2026-04-28 04:23:11,ESP32_Edge_5,24.53,49.02,OK
2026-04-28 04:23:11,ESP32_Edge_3,27.21,57.21,OK
2026-04-28 04:23:11,ESP32_Edge_4,25.49,44.37,OK
2026-04-28 04:33:11,ESP32_Edge_4,24.11,43.81,OK
2026-04-28 04:33:11,ESP32_Edge_1,26.21,40.28,OK
2026-04-28 04:33:11,ESP32_Edge_3,23.11,51.3,OK
2026-04-28 04:33:11,ESP32_Edge_2,26.98,48.18,OK
2026-04-28 04:33:11,ESP32_Edge_5,24.55,51.49,OK
2026-04-28 04:43:11,ESP32_Edge_2,25.95,53.39,OK
2026-04-28 04:43:11,ESP32_Edge_5,23.35,55.43,OK
2026-04-28 04:43:11,ESP32_Edge_4,26.56,44.13,OK
2026-04-28 04:43:11,ESP32_Edge_3,20.13,53.42,OK
2026-04-28 04:43:11,ESP32_Edge_1,23.1,47.02,OK
2026-04-28 04:53:11,ESP32_Edge_4,26.41,49.58,OK
2026-04-28 04:53:11,ESP32_Edge_3,24.72,45.79,OK
2026-04-28 04:53:11,ESP32_Edge_5,24.54,51.48,OK
2026-04-28 04:53:11,ESP32_Edge_1,20.36,48.66,OK
2026-04-28 04:53:11,ESP32_Edge_2,26.58,47.7,OK
2026-04-28 05:03:11,ESP32_Edge_4,29.61,43.0,OK
2026-04-28 05:03:11,ESP32_Edge_1,22.7,56.95,OK
2026-04-28 05:03:11,ESP32_Edge_5,27.22,51.83,OK
2026-04-28 05:03:11,ESP32_Edge_3,25.07,51.34,OK
2026-04-28 05:03:11,ESP32_Edge_2,21.95,47.13,OK
2026-04-28 05:13:11,ESP32_Edge_4,26.94,51.18,OK
2026-04-28 05:13:11,ESP32_Edge_1,22.95,44.08,OK
2026-04-28 05:13:11,ESP32_Edge_2,24.16,50.12,OK
2026-04-28 05:13:11,ESP32_Edge_5,26.56,48.33,OK
2026-04-28 05:13:11,ESP32_Edge_3,23.7,48.6,OK
2026-04-28 05:23:11,ESP32_Edge_4,23.04,46.57,OK
2026-04-28 05:23:11,ESP32_Edge_3,23.81,41.63,OK
2026-04-28 05:23:11,ESP32_Edge_1,25.84,46.36,OK
2026-04-28 05:23:11,ESP32_Edge_5,62.87,53.88,OK
2026-04-28 05:23:11,ESP32_Edge_2,24.06,50.15,OK
2026-04-28 05:33:11,ESP32_Edge_3,21.47,51.46,OK
2026-04-28 05:33:11,ESP32_Edge_2,25.39,53.22,OK
2026-04-28 05:33:11,ESP32_Edge_1,23.67,41.54,OK
2026-04-28 05:33:11,ESP32_Edge_5,26.11,52.1,OK
2026-04-28 05:33:11,ESP32_Edge_4,27.29,56.37,OK
2026-04-28 05:43:11,ESP32_Edge_4,24.87,55.97,OK
2026-04-28 05:43:11,ESP32_Edge_5,25.49,61.48,OK
2026-04-28 05:43:11,ESP32_Edge_3,22.79,54.1,OK
2026-04-28 05:43:11,ESP32_Edge_2,25.61,47.56,OK
2026-04-28 05:43:11,ESP32_Edge_1,62.22,50.98,OK
2026-04-28 05:53:11,ESP32_Edge_1,24.74,42.2,OK
2026-04-28 05:53:11,ESP32_Edge_2,25.84,44.08,OK
2026-04-28 05:53:11,ESP32_Edge_4,26.24,48.98,OK
2026-04-28 05:53:11,ESP32_Edge_5,27.2,48.24,OK
2026-04-28 05:53:11,ESP32_Edge_3,26.35,58.85,OK
2026-04-28 06:03:11,ESP32_Edge_1,29.0,45.43,OK
2026-04-28 06:03:11,ESP32_Edge_3,22.54,47.04,OK
2026-04-28 06:03:11,ESP32_Edge_2,25.39,53.49,OK
2026-04-28 06:03:11,ESP32_Edge_4,25.85,41.98,OK
2026-04-28 06:03:11,ESP32_Edge_5,25.68,59.39,OK
2026-04-28 06:13:11,ESP32_Edge_3,22.09,59.33,OK
2026-04-28 06:13:11,ESP32_Edge_2,24.52,48.49,OK
2026-04-28 06:13:11,ESP32_Edge_4,25.53,44.76,OK
2026-04-28 06:13:11,ESP32_Edge_1,24.09,50.75,OK
2026-04-28 06:13:11,ESP32_Edge_5,23.66,43.03,OK
2026-04-28 06:23:11,ESP32_Edge_1,25.28,40.04,OK
2026-04-28 06:23:11,ESP32_Edge_3,26.44,47.27,OK
2026-04-28 06:23:11,ESP32_Edge_2,24.47,53.75,OK
